<Covariate>		
<Trait>	d1	d2
I6280	-0.022720665577987877	0.03289460960484943
I6283	-0.020778433115555075	-0.005813715299983695
I6286	-0.023426392921665977	-0.024089599488144587
I6289	-0.022136443031013253	-0.013564638335309676
I6292	-0.020021387762057863	0.0084620131898512
I6295	-0.02378527878017364	-0.028597869699510226
I6298	-0.025826611972098724	0.02474919643081345
I6301	-0.020054091931825238	-0.012783583885597923
I6304	-0.0251171377668819	-0.026471276713491233
I6307	-0.024319935846011224	-0.020271237192897744
I6310	-0.02095097153177405	-0.013345110327638418
I6313	-0.019506622577463814	0.0019803224641012206
I6316	-0.027226262214622585	-0.007878508987600945
I6319	-0.024034639457155615	0.03543380090339651
I6322	-0.022468434028379936	-0.023826361275403576
I6325	-0.022205410320736103	0.004452826735381981
I6328	-0.020465130520963666	0.015538333431701723
I6331	-0.021702685991269725	0.023370053402924692
I6334	-0.0214207749576832	0.024232324165337334
I6337	-0.021709778486099635	-0.008629773187584053
I6340	-0.02268974807537522	0.029475024965851408
I6343	-0.019640909867307956	0.0027507600713696694
I6346	-0.022588170606915918	0.023495447007648294
I6349	-0.02162479212659347	-0.0011479534871316431
I6352	-0.02424557162656284	-0.04776248402214635
I6355	-0.019992473862582898	-0.013329019128045771
I6358	-0.024233471787853733	0.005012774173854702
I6361	-0.022323602894625674	0.039177551914984815
I6364	-0.02295197138901922	0.033839722556062386
I6367	-0.019523468025173994	0.011391859620268273
I6370	-0.019071906482736416	0.0021581089487731388
I6373	-0.019320599215359648	-0.00031298764826099385
I6376	-0.02580567379488642	0.007451553586426508
I6379	-0.021902060908135172	0.036973026680975796
I6382	-0.023216689445117466	0.029597558283159166
I6385	-0.02443028195865303	0.011436211435409635
I6388	-0.02374636779900365	0.016226705629607065
I6391	-0.024665499793997635	0.0009757504831026544
I6394	-0.02346041103232233	0.015176908120670832
I6397	-0.025597415733386183	-0.01768238174962873
I6400	-0.02503356816436022	-0.005802444233208108
I6403	-0.02547599482509146	0.03191358059818035
I6406	-0.025076757233727247	0.028122366534868354
I6409	-0.02149431076960274	0.026083313094404585
I6412	-0.021863783133087494	-0.006857896147318979
I6415	-0.0250845963587799	-0.00998314801185584
I6418	-0.023581775944225117	0.003347006251461151
I6421	-0.023649222818025367	-0.0007445430473731641
I6424	-0.023573211229979477	-0.021104706789340472
I6427	-0.023877869565527503	0.025203078695190787
I6430	-0.022649294039803265	0.023653064839335918
I6433	-0.021856258420250733	0.04640578946305306
I6436	-0.02008808139594372	-0.005806550633980768
I6441	-0.023509661453008947	0.015693154127617067
I6444	-0.02121902680047199	0.017359122349208864
I6447	-0.024038651860425128	-0.005735491374106937
I6450	-0.021135688007208848	0.004272789122104422
I6453	-0.02395055970100187	0.020858134096955597
I6456	-0.023447646247060295	-0.04637922110935866
I6459	-0.028704738450108718	0.018986195146142946
I6462	-0.02505372970353212	0.030998063544746584
I6465	-0.022615904251303696	0.001394171251998531
I6468	-0.02533727364083737	-0.004982031390730159
I6471	-0.021428457406894436	0.026876439964008052
I6474	-0.024486793779415712	0.04183333963303752
I6477	-0.022572188571229782	-0.019211940098536762
I6480	-0.025213694570196784	0.011241742495199467
I6483	-0.017913539237872145	-0.045022679249398755
I6486	-0.02238630994642481	0.0024447931820870458
I6489	-0.021647221589128404	0.004946653805065848
I6493	-0.026951959340662957	-0.011816492617580145
I6496	-0.023688304034162944	-0.0407410333329378
I6499	-0.024538771296050064	-0.02719229283124934
I6502	-0.02190430573077769	0.010902490101361647
I6505	-0.021641013665617912	-0.02896424410918075
I6508	-0.025131755283525396	-0.006183556343081136
I6511	-0.01914670668147958	0.0001808620435640751
I6514	-0.01945081466312745	-0.00867987358424114
I6517	-0.022937112000238305	0.01235040604288493
I6520	-0.025225775270348236	0.027381614549730343
I6523	-0.02274434277534741	0.007145181790994568
I6526	-0.020288511446105172	0.034323626591909524
I6529	-0.020025633067828983	0.018861033948176245
I6532	-0.02434216823168228	-0.022490585186379728
I6535	-0.021691747639031585	0.02027544314453888
I6538	-0.02018256440940317	-0.00018825612705764883
I6541	-0.02280350830687962	-0.03809488549118393
I6544	-0.022997970343323043	0.006574553101935729
I6547	-0.02798529954642292	-0.020683057428569067
I6550	-0.0217643190657121	0.029631285662324335
I6553	-0.02190121951072694	-0.037591704805791375
I6556	-0.024058872811544837	0.033532003514237185
I6559	-0.020266597725565813	0.025614138246449578
I6562	-0.020033765448803205	-0.01304115688361673
I6565	-0.020884633980703005	-0.024042285974382162
I6568	-0.02316559801383066	-0.003337463321965793
I6571	-0.0252197709613921	0.0031500326618225136
I6574	-0.023425845755302387	0.01894526980186917
I6577	-0.019936133829985457	-0.004022061231262334
I6580	-0.023210530734158925	0.005057614753470549
I6583	-0.01920885822540735	0.031437708452038665
I6586	-0.020191742089334913	0.01210732320193529
I6589	-0.02045280866781609	0.010207466862139747
I6592	-0.021619318615861197	0.020222131705673965
I6594	-0.02110802643113675	-0.019529328291842986
I6595	-0.02344016710046924	0.017047288269001398
I6597	-0.023494959055180325	-0.044798191850985256
I6599	-0.019983604672190736	-0.012740265285563867
I6602	-0.021177515599589143	0.011104894863647288
I6604	-0.0221558339355094	-0.0034905010451044063
I6606	-0.022701267728021352	-0.011278982476544236
I6609	-0.022139661765772225	0.00829835778886326
I6612	-0.021318369188890997	-0.02228599966423174
I6615	-0.02373538616304852	-0.01596250955145858
I6618	-0.023723759989754543	-0.018119251499352187
I6621	-0.023509534380089514	-0.03724471827123389
I6624	-0.019244595955420517	0.006217662459326563
I6627	-0.017313575305174286	0.0006160350458726192
I6630	-0.021426938139148918	-0.03643949043615428
I6633	-0.02043564588939254	-0.033323169445287695
I6636	-0.02590092929105287	-0.004488069065545679
I6639	-0.02199341405719798	-0.028039736525138255
I6642	-0.022954315404739908	0.010463269145357395
I6645	-0.022556999126368365	0.007235508698572088
I6648	-0.02190406918463239	-0.008250568274573399
I6651	-0.024613574556484514	0.04979596784006784
I6654	-0.023802396785086583	0.03945152379032321
I6657	-0.02220084885661376	-0.041884838057517235
I6660	-0.0205472686095227	0.016043007788681767
I6663	-0.024033436844039326	0.02933711816897064
I6667	-0.0211372579330045	0.03663629717926651
I6669	-0.026110096163188434	0.0064948563690902334
I6672	-0.025603800536600566	-0.01159765838239792
I6675	-0.02254954302924242	0.032508888311134826
I6678	-0.023828135997205898	-0.01985138158931607
I6681	-0.022929134641148513	0.015058619457380703
I6685	-0.0222096871178797	-0.0033616278020980475
I6688	-0.018673707365212254	-0.029357727077047972
I6691	-0.023142883168452318	0.0067327541350231165
I6694	-0.022055342106247863	0.0048073214345686
I6697	-0.021327065252561943	-0.0024418435943526777
I6700	-0.020229835008669757	2.275419531369063e-05
I6703	-0.0172364121694228	0.03168094409186047
I6706	-0.022358296673145546	0.0075589588218453576
I6709	-0.0227535855542697	0.006522206898498078
I6712	-0.021761358149894754	0.024360231814631154
I6715	-0.022295351198953782	-0.02537031965816477
I6718	-0.02453730353856481	0.037355780601974
I6721	-0.02318795674481597	0.023916502877018277
I6724	-0.024251390481833904	-0.01619595416772031
I6727	-0.023587696095031432	0.026357969438783102
I6730	-0.02061420807487054	-0.029911339849485363
I6733	-0.017965638363839485	-0.011812334550623669
I6736	-0.021225448909440378	-0.013295144526312612
I6739	-0.020975907055934842	-0.006354072720558398
I6742	-0.022829700313031488	-0.008003349222918624
I6745	-0.022579164024849697	-0.009975295519799934
I6748	-0.020067819532856006	0.0361033049541644
I6751	-0.022189752987317023	0.025470804129822333
I6754	-0.02118682214269239	0.012402471570523526
I6757	-0.0237314989393564	0.010884839215270066
I6760	-0.022369585213407997	-0.04018095656837465
I6763	-0.02462619362368261	-0.015874051499926597
I6767	-0.01995906882718011	0.029762073408011645
I6769	-0.024938147670349846	-0.002781995021806102
I6773	-0.021838431282278564	-0.000569704951042996
I6777	-0.021181069681433934	-0.0010152762617203286
I6781	-0.020557326691203283	-0.012244975122528458
I6785	-0.022192705664841127	-0.024806318569953547
I6789	-0.022957195987140966	-0.0023362785736095524
I6794	-0.023555250167539885	0.028556911891291007
I6798	-0.02143213644013382	-0.012157791595387529
I6802	-0.02265835569718264	0.03462176198573261
I6806	-0.021136441358543204	-0.019644622337856285
I6810	-0.024457915010295723	-0.010980009281828695
I6813	-0.021815839962142248	-0.027705730749223816
I6819	-0.02307345765032314	0.000807615435849944
I6823	-0.023622581679974733	0.0012422561119019857
I6827	-0.024406743385854798	0.013719933794878781
I6831	-0.02263750149722325	-0.008578995773888872
I6835	-0.021935240805589805	0.0020992426247617465
I6839	-0.0210846262067446	-0.011895463496109471
I6843	-0.02116870082483754	-3.884627103171073e-06
I6847	-0.023485302298622158	-0.04761730590716437
I6851	-0.018848953332397486	0.0020845482054805456
I6855	-0.015665228708216614	0.008156406747338404
I6859	-0.020925899570890878	-0.012043415542202958
I6863	-0.02359407066082938	-0.016156442183600322
I6867	-0.02050564021047947	-0.02647886620590663
I6871	-0.02102980039196603	0.009475499022222831
I6875	-0.02100633313870111	-0.019474724747860335
I6879	-0.02181010506997586	-0.00518743359299896
I6883	-0.02181536676642819	0.02597466987556717
I6887	-0.022007770420628823	-0.002974457325613321
I6891	-0.023301034890911208	0.0009197437462431479
I6895	-0.02221161329912316	0.005276654589791319
I6899	-0.02109524030924987	-0.008674251741320728
I6903	-0.022842820577800536	-0.018271762878155812
I6907	-0.022272648630439252	-0.005606620916357638
I6911	-0.02152088225986283	0.02388333320496348
I6915	-0.020261312854264645	-0.013002081189882381
I6919	-0.02349230988678567	-0.009587205740844977
I6923	-0.020411510795598456	0.027396225290588196
I6927	-0.022933432958283522	0.012241129063113355
I6931	-0.023452925957952297	0.011730926474155346
I6935	-0.021078438128281196	-0.0015315785864162248
I6939	-0.020505002425564755	-0.012938835521551997
I6943	-0.021960174945830815	-0.010946408552269962
I6947	-0.02431587347659497	0.03397743559439009
I6951	-0.02084571879650501	0.008890394984302786
I6955	-0.02612358951214643	-0.017046344625812896
I6959	-0.02462466780128292	0.004738738360708354
I6963	-0.024248123993223684	0.024238323507311865
I6967	-0.022641404795659608	-0.00024336817604747975
I6971	-0.020613424852282878	-0.007863951641838736
I6975	-0.021519879356295048	0.03369166946299808
I6979	-0.022724603644830612	-0.015060902846771524
I6983	-0.025236645643162803	-0.02526171820718388
I6987	-0.02335597369181853	-0.0017117324963922824
I6991	-0.0236426645174303	0.045685323523732176
I6995	-0.023559457885693413	0.00026467292409424777
I6999	-0.02233956356752653	0.034515745306705994
I7003	-0.02196199115056949	0.036076861710782254
I7007	-0.022069065576088065	0.03572553483079837
I7011	-0.021229566396667586	-0.042215993764135915
I7015	-0.02415280577257571	0.03519257945076665
I7019	-0.021936141778905054	0.030592514577770454
I7023	-0.023154136649342832	-0.010419513753000533
I7027	-0.02262560865680869	-0.0029472163002631476
I7031	-0.023427619644892265	-0.016269227108699817
I7035	-0.023550748167760503	0.01986024525743054
I7039	-0.02352386565780943	-0.018365040527613338
I7043	-0.0246995207515675	0.0005821751194152534
I7046	-0.02014626475800435	0.02683077956706171
I7050	-0.02391826197316469	0.056370975138337734
I7054	-0.019324321046750335	-0.03443127538517349
I7058	-0.021496717471193968	0.015787043246145008
I7062	-0.021792561207807475	0.03091203098099777
I7067	-0.019400642839592985	-0.011614989219522994
I7071	-0.025132711286665024	-0.017795819218833376
I7075	-0.020008579181878584	0.02238652146224953
I7078	-0.021486001870451334	-0.026600600838731506
I7083	-0.021918964374123356	0.0027668476198788273
I7086	-0.02251036702341343	0.02227047576221418
I7090	-0.02211177281076149	0.014136388755518156
I7095	-0.022945918795399686	-0.0066785697029066
I7099	-0.01988577548219674	0.011505802461455649
I7104	-0.020588285953626034	0.006709498257992015
I7107	-0.019661634528937856	0.023760158079862405
I7110	-0.02266553481009642	0.03199373079305044
I7113	-0.023337867150462974	-0.020773855779940873
I7116	-0.025992030559878795	0.01980323793152343
I7120	-0.02215696467767847	0.00525394885092208
I7124	-0.022500135706995085	-0.009710404021253165
I7128	-0.02111380832408045	0.026330352469245092
I7132	-0.020866772443313548	-0.004903998492549117
I7135	-0.022659872877034345	0.04182414102383929
I7139	-0.020782574459403836	0.042925302515214696
I7143	-0.027559219811148547	0.004534100824376889
I7147	-0.02112275736472256	-0.012862076345112588
I7151	-0.022449650096621396	-0.0032643566379373505
I7155	-0.019967345208252777	-0.00887037388358221
I7159	-0.02282834859238969	0.016265867640751174
I7163	-0.02493472689920076	-0.02273332399041108
I7167	-0.02629665327402944	-0.005532527282513495
I7171	-0.02478501103016532	-0.002761061810286528
I7175	-0.020500092787858887	-0.0006769274551112721
I7179	-0.019562919628694067	0.0038358832937831714
I7183	-0.02489440966593279	0.011119914515263098
I7187	-0.02469010170684648	0.04191151183411898
I7191	-0.02409921028905959	0.032125188598545955
I7195	-0.02350650923053176	0.009266175394750137
I7199	-0.02324663590249996	-0.0030558943886756173
I7203	-0.022668079154680686	0.03296492551633194
I7207	-0.02540841392766356	0.00659675854887756
I7211	-0.022737443194079877	-0.009845850498072491
I7215	-0.023117665209829007	0.015130176374804138
I7219	-0.022515635300580296	0.013069240239457477
I7223	-0.019805713431437517	0.02527495656674997
I7227	-0.024170577064133288	-0.0020321176765084993
I7230	-0.024793303589115953	-0.003470509472266416
I7232	-0.02461041971441977	-0.011005664406817899
I7236	-0.0196451314382576	0.01710976164908109
I7240	-0.025314435792534493	-0.009216435975783952
I7244	-0.02342740776556277	0.0016115657027550153
I7248	-0.022730511404236844	0.02761948763337997
I7252	-0.02388381610106141	-0.012477123847796905
I7256	-0.022382732632404305	0.023105227949009294
I7260	-0.025259928491673016	-0.004897381226380799
I7264	-0.0212986385929204	-0.015642592505025192
I7268	-0.02073741519712434	-0.010204971899068691
I7272	-0.02188632886691418	-0.00927622587456358
I7276	-0.020408786451326075	0.009721967302427983
I7280	-0.018871424528263802	0.016535015127920404
I7284	-0.02148937973565676	-0.021157842568700583
I7288	-0.022067205681955165	0.016073475574686396
I7292	-0.023590233514367946	0.029357314520034216
I7296	-0.021095014954497514	-0.04428571838061683
I7300	-0.02112256536384204	0.018162989740346535
I7304	-0.01890596465026679	-0.047726217124161516
I7308	-0.0208301854127807	-0.007292463957287026
I7312	-0.01867328685047692	-0.04205301092470216
I7316	-0.020548919841788846	-0.03625309013140099
I7320	-0.022389982265517465	-0.01574418206566492
I7324	-0.02091384753342765	-0.009609084480164455
I7328	-0.024791178223068127	-0.023366020973202718
I7332	-0.02306358121334729	-0.004904796733015142
I7336	-0.02302081570369106	0.03978262579175568
I7340	-0.02205910747679873	0.007246875635833977
I7344	-0.021301122616047538	0.03886060850150164
I7348	-0.019952368421097	0.04140432579313368
I7352	-0.020460624105752567	-0.01249079674300006
I7356	-0.023564821568943115	-0.009916700486728129
I7360	-0.023379400750621972	-0.026894471764861996
I7364	-0.020618887638200675	-0.0044261152465258765
I7368	-0.023746684720427937	-0.01915394373884429
I7372	-0.019886861305716333	-0.03986977496120786
I7376	-0.023308778841203026	0.008502611514146368
I7380	-0.021851884982834423	0.009313985386131284
I7384	-0.023162181871235376	-0.0031866682816229157
I7388	-0.020922117741092816	-0.006065649915498174
I7392	-0.023657703086041013	-0.0027037347715851948
I7396	-0.021572108091446936	-0.0017272545088632247
I7400	-0.02041942022412358	-0.009092237883179028
I7404	-0.02106256271522502	-0.02789361438363357
I7409	-0.020329161719676445	0.014131773493471693
I7413	-0.024214468680188995	-0.02414458126900805
I7417	-0.023889867856842214	-0.05766210439297677
I7421	-0.023198910208253598	0.01792435186456324
I7425	-0.01775390771292638	-0.04492139554882872
I7429	-0.02426813635176216	-0.03397865197980844
I7433	-0.022711809522201067	0.04317391210414789
I7437	-0.02349320005213576	-0.013267196349166406
I7441	-0.0214562736926358	0.02358464054318384
I7445	-0.020065754147488825	-0.03743870921094904
I7449	-0.018143435799776106	-0.016922416669577754
I7453	-0.018007624694083797	-0.007128538186285509
I7457	-0.020848197294946826	-0.03339165743497974
I7461	-0.023118209031958877	0.02834830943200562
I7465	-0.025195270996392124	-0.021920255097413816
I7469	-0.023378090246092987	0.0038789384906131137
I7473	-0.022427708963219765	-0.026410172936706545
I7477	-0.02787897031776043	0.017072399848220256
I7481	-0.02081953477912586	-0.003245264666330036
I7485	-0.025460589489522456	-0.03088101174986215
I7489	-0.021841459968455153	0.02467279306690404
I7493	-0.02592535550871303	0.012077224870354366
I7497	-0.02015556145912304	-0.013256753285596794
I7501	-0.02448362768075536	-0.009368590126044218
I7505	-0.02184667994020145	-0.027832434980393218
I7509	-0.023618389732786835	0.024431347184131244
I7513	-0.023593936378378335	-0.03364150976623127
I7517	-0.023071807415578138	-0.010655911306449982
I7523	-0.024493798292533824	0.027661122557739216
I7527	-0.02584074146918156	0.007958161352984515
I7531	-0.023030756418396824	-0.016584521877592094
I7535	-0.021727372997087872	0.02573792547743747
I7539	-0.021436893918655133	0.013823302776768435
I7543	-0.024121109788228456	-0.013898472475955489
I7547	-0.023099304090451394	-0.014025045819431599
I7551	-0.022329005853550143	-0.03532289802209016
I7555	-0.019996198054388018	0.002794658325669804
I7558	-0.0253682878599314	0.0407938513233053
I7562	-0.021279022545568464	-0.01641167916140063
I7565	-0.02108223885194545	-0.0022826337438075672
I7569	-0.02458491378154565	-0.04179496995415669
I7573	-0.021775382632047254	0.01275188507646667
I7577	-0.021551590128870295	0.01917854819379929
I7581	-0.023273996491908016	-0.018245692610732493
I7585	-0.023223244642360787	-0.04230027443357582
I7589	-0.022252116183714934	-0.019979783434647798
I7593	-0.021880436244113004	-0.005075377009564518
I7597	-0.02449276440284914	0.0034469527805507934
I7601	-0.019568369975367327	0.03730438947670874
I7605	-0.023078219609056115	0.006540628820041725
I7609	-0.02279938347998188	-0.02467524807409045
I7613	-0.02430489499620557	-0.0008415984743622326
I7617	-0.023273990971379697	-0.018004852466334643
I7621	-0.021341871575627207	0.003985729064538903
I7625	-0.02364351703515037	0.00020346174396916776
I7629	-0.024762179763035057	-0.006827648986170891
I7633	-0.023798366041670387	0.0001202589293273883
I7637	-0.020256001836345076	-0.014838705422537632
I7641	-0.02110096825884583	-0.010243898161358775
I7645	-0.019297909183780857	0.028694648983531655
I7649	-0.02132257235721918	0.015352455971953243
I7653	-0.02051378527641707	0.006814601330503209
I7657	-0.01943839096644954	0.02578403505739273
I7661	-0.019178018779085024	-0.0070547010666158335
I7665	-0.025981163892636615	0.04038719361501784
I7669	-0.022633675591782563	-0.0033469238714438727
I7673	-0.020206702665790378	-0.0038556008715238343
I7677	-0.023787400516576348	-0.010278591323701076
I7681	-0.021764535012187714	-0.00014889092583093432
I7685	-0.02251533826727526	0.017552205913384793
I7689	-0.022515568186970005	-0.009696410131125457
I7694	-0.024895130456405706	-0.0298562069322513
I7698	-0.02269082671692051	0.023930820951376625
I7702	-0.022437388448686837	-0.008711030949037909
I7706	-0.02044564372411557	0.020035423276169514
I7710	-0.02473264938437435	-0.029248759228036467
I7714	-0.019328533159206965	0.023007665415541195
I7718	-0.022501055024083293	-0.016846881182035978
I7722	-0.02004931849763692	0.03496406411154894
I7726	-0.022305439699488498	-0.019217860304998762
I7730	-0.02091305666987303	0.013828376805627086
I7734	-0.021466842251524378	0.0056336593479191874
I7738	-0.023108857379807297	-0.031207699274363166
I7742	-0.025323588076688677	-0.0357107542614221
I6020	-0.02586647344869794	-0.022804950487652926
I6023	-0.024313502062352877	-0.0027448502171554118
I6027	-0.018883290916210573	-0.00037241726165335783
I6030	-0.019121054840050982	0.012863106324198702
I6033	-0.020114053446424265	0.014628095404231859
I6036	-0.02004050144915564	0.03983668569156282
I6039	-0.02135393423703205	-0.0043159651327168294
I6042	-0.02218122277504407	-0.017399163209372487
I6045	-0.02742667261769317	-0.027108749031985867
I6048	-0.022356157620861197	0.038168771009031835
I6051	-0.023345171186368027	-0.010681760056369765
I6054	-0.022696521855278047	-0.04689033061870272
I6057	-0.021556724681131154	0.006284127147576639
I6060	-0.02181491666217251	0.0010632477344638118
I6065	-0.02121141040191805	0.012387085654698092
I6068	-0.02313348756884552	-0.027539927646944677
I6071	-0.01988939705624567	-0.016920376395564936
I6073	-0.024360122038773843	0.03207471238812434
I6074	-0.02256506229030648	0.010474784864175416
I6075	-0.020033825299664222	0.028962186171814258
I6076	-0.023731592881069685	-0.0025811532878297783
I6077	-0.020133979706147925	-0.01987341412783085
I6078	-0.023030584615299055	-0.014683787638438498
I6079	-0.021487810360853545	0.0003928160619684133
I6080	-0.0241768452783954	-0.004074377054004477
I6120	-0.023114621637131624	0.0047242974893581735
I6123	-0.02171457436989895	-0.015286974451165546
I6126	-0.024904030829859036	0.004664934689329696
I6129	-0.02696299801103055	0.022858600535897777
I6132	-0.021589348675505517	-0.022683642960561617
I6135	-0.022333663861974884	-0.0012881206129334794
I6138	-0.023979758199740964	0.042564289891785796
I6141	-0.020652111665457367	-0.03879386934702678
I6144	-0.026454299942709772	-0.005879648312938374
I6147	-0.023060080246374612	0.016706874809589253
I6150	-0.022601372212926754	-0.03819945831916925
I6153	-0.018955371521046753	-0.020051992600401695
I6156	-0.024675106412330224	-0.021239178939253003
I6159	-0.021654185825336368	0.04495227607021691
I6162	-0.0240773951733279	0.0021328211441684203
I6165	-0.021049692523059025	0.0388112994379901
I6168	-0.02052017302933557	0.03596586455431953
I6171	-0.02105543234860226	-0.021713488372560263
I6174	-0.022105152746788058	0.03730207134154936
I6177	-0.021855039008403864	0.004555928789801748
I6180	-0.020020000239908384	-0.001815148091609544
I6183	-0.023610348836389544	-0.01396892695145044
I6186	-0.022393479454602152	-0.009183397266629622
I6189	-0.02102369874571753	0.005774091729599775
I6192	-0.023969775010700304	0.020873216153845305
I6195	-0.021813245824231296	0.0156586850724717
I6198	-0.024706952214992063	0.002202536289103085
I6201	-0.020534954623402116	-0.013312291884500284
I6204	-0.0215567360216134	0.049664149833134254
I6207	-0.024023544827854595	-0.012082968521757049
I6210	-0.020072306570408996	0.007061181258506942
I6213	-0.02223855184136356	0.03934131427289858
I6216	-0.025583890046150793	-0.03212235285802436
I6219	-0.02282377007192282	0.010834299012998228
I6222	-0.020352495944518764	-0.029634816796351708
I6225	-0.02366981191791315	-0.006370598746813072
I6228	-0.021958993445217935	0.02964495886981309
I6231	-0.02262734999757514	-0.027956054506376008
I6234	-0.021806107055875077	0.01735051056059477
I6237	-0.019984482941976047	0.03639232266665966
I6240	-0.02221136004740617	-0.02021362589824972
I6243	-0.022694654806711026	-0.00023057561294217928
I6246	-0.020870371943170842	0.015854549285266438
I6249	-0.024018713237540946	-0.010683948897699991
I6252	-0.017549052945269396	0.021947610105797405
I6255	-0.02347953239543512	-0.001759621163342035
I6258	-0.024247652319727368	-0.03048977220399801
I6261	-0.02353214646262632	-0.003849464710362318
I6264	-0.022354333665924393	-0.001627574107030134
I6267	-0.02350658440170388	-0.009043859026780328
I6270	-0.022163260084448255	0.02940468578372902
I6273	-0.020223176376948544	-0.0018152293947445346
I6276	-0.02052657805616475	0.03100334055676014
I6279	-0.02466139305718418	-0.02716636060724844
I6282	-0.02632632674432931	-0.0223048872566997
I6285	-0.02176188900466431	0.017520032582908827
I6288	-0.021497940709416127	0.0035015691328456355
I6291	-0.022009149266790425	-0.004508630405561872
I6294	-0.022077802945295422	-0.019414651413712816
I6297	-0.025599550484912522	-0.009132046646684436
I6300	-0.02432139684614396	-0.017726471282041377
I6303	-0.021217957732808487	-0.015495730623961215
I6306	-0.021918238897304956	0.03188623807398583
I6309	-0.024365145114962017	0.02205388724695231
I6312	-0.02387116591873496	-0.01863129833229812
I6315	-0.02214871049971283	-0.01665826799598446
I6318	-0.020628866705601632	-0.019229545431797546
I6321	-0.02204303673064921	-0.017226579289863896
I6324	-0.02287151896585664	-0.024847138698528226
I6327	-0.02222077420633741	0.007575536004866068
I6330	-0.02197346963158384	-0.045305985896660385
I6333	-0.020868816477189987	0.008256398707907443
I6336	-0.02175665076475045	-0.005185787821260692
I6339	-0.02458705817323818	-0.004991304478439767
I6342	-0.023413089164879254	-4.342760279587481e-05
I6345	-0.024616972963083357	-0.02129329756514068
I6348	-0.02070527765626313	0.009326664422072984
I6351	-0.020270336794291015	0.014913301641405021
I6354	-0.024338125696606223	-0.032532525108807185
I6357	-0.022465955273547326	-0.025002778540105467
I6360	-0.024235817620235463	-0.037563511966587915
I6363	-0.020901312843178418	0.005614151914673302
I6366	-0.023860809018735135	-0.0050867116097710555
I6369	-0.020812524054043033	-0.012548243328887756
I6372	-0.025565150004634853	0.001453362190041314
I6375	-0.025211787952829325	0.031125353835974943
I6378	-0.023247082001220054	0.007232165350027418
I6381	-0.01993006698294997	0.0031841273980195133
I6384	-0.025253944005482976	0.009175172429831275
I6387	-0.020153789351100296	-0.0010859704552265933
I6390	-0.023187222960491312	0.004922263416149765
I6393	-0.02147682170511427	0.00442936187568097
I6396	-0.024352347309236994	-0.010962216910257873
I6399	-0.019348882158519373	0.00436206113439454
I6402	-0.02438343550518669	-0.015885098215732266
I6405	-0.022782672644374342	-0.02798132484852657
I6408	-0.016491343079018426	0.027948009940875148
I6411	-0.021433974773444633	-0.024931894411600593
I6414	-0.022840551632411832	-0.02197088595844946
I6417	-0.01798971932519225	-0.01425599336145188
I6420	-0.0228956224246833	0.0004479839600217921
I6423	-0.021166776816438942	0.032357832351724
I6426	-0.0202340758794203	-0.03503014538781515
I6429	-0.020862688935958253	-0.0168929581813734
I6432	-0.026219935701292024	0.014251907133566336
I6435	-0.020972757601721913	-0.013415340526942607
I6438	-0.02214366268511083	-0.047257121177755414
I6440	-0.020457571245027954	0.040678869101406216
I6443	-0.0244434144935227	-0.0029088410690566095
I6446	-0.022624550844636833	0.006143139798841673
I6449	-0.021369632762918082	-0.005466832944330365
I6452	-0.02132064510811818	-0.00033275895360767346
I6455	-0.023238213854264084	-0.007144406122162711
I6458	-0.023853708170077297	0.010531848822435899
I6461	-0.0220296892905266	0.03282108365164898
I6464	-0.01948561299280672	0.027749550515563392
I6467	-0.02355580973461678	0.015625148481197802
I6470	-0.023558473100216488	-0.017034712273577012
I6473	-0.019535290841597563	-0.0010391544347831076
I6476	-0.02165524030690748	-0.019943524882560383
I6479	-0.021706492884128063	0.024798065561581633
I6482	-0.020900002642038496	-0.009485607893526527
I6485	-0.01986557284809285	-0.027153476235247255
I6488	-0.022910310203007565	-0.0258690956510447
I6490	-0.023357963471176663	0.024469929861983295
I6492	-0.02235936070227964	-0.04839209822290556
I6495	-0.022950619860159126	-0.006616951527995772
I6498	-0.02321490923004466	-0.011509382059636582
I6501	-0.02348939330086362	0.011465881640536127
I6504	-0.022605877624903247	-0.01742943786874207
I6507	-0.022321993286176487	-0.019864309283655752
I6510	-0.023781770934353266	0.0009101225866756969
I6513	-0.018917253465628114	-0.016029105418173786
I6516	-0.02309946662361585	0.03183136028192171
I6519	-0.02321640913893274	-0.028357094514161074
I6522	-0.024509881655755718	-0.003235052155911625
I6525	-0.02497323917977897	0.03548403158242786
I6528	-0.025197293590571036	-0.0036885390656853645
I6531	-0.024064836290104565	0.005570179071218092
I6534	-0.01880601053633877	0.03497453433173379
I6537	-0.024406632096307907	0.03463761820639665
I6540	-0.018889187735606182	-0.010048705713807893
I6543	-0.02275288804108302	0.03873956452060056
I6546	-0.022466438023839973	-0.013148672702102675
I6549	-0.022338264589624436	0.01657602503483117
I6552	-0.0245762840043859	0.02588469785718882
I6555	-0.02320510414151583	-0.00472994496883637
I6558	-0.023168712811924782	-0.00983880603018445
I6561	-0.024060296155533734	-0.03484980093589324
I6564	-0.023043463656084208	0.01013448843821789
I6567	-0.02169726273633687	0.02210630639180574
I6570	-0.022529329748273822	-0.009595567532308051
I6573	-0.02080931739368733	-0.025987357319378034
I6576	-0.023205586905634207	0.02401178654557242
I6579	-0.02249039687940084	0.02865941572880077
I6582	-0.024707572424850867	0.013219295500525256
I6585	-0.023296682615466226	-0.01666349760251924
